"created_at","updated_at","booking_id","customer_id","category_id","artisan_id","start_time","end_time","location","payment_id","artisan_rating","customer_rating","contract_type","settlement_type","status","details_confirmed","payment_method","description","clock_in_flag","current_work_session_id"
2025-07-24 18:36:52.516,,"02d90cb81d574dabbc53dda6a4122e72",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,f5e29d05737548b6b739618cb3c4d37f,,,POINT (51.519401340559085 0.1092348478930237),,,,true,NEGOTIATION,COMPLETED,true,CARD,,false,
2025-12-30 02:14:57.007,2025-12-30 02:15:08.125,"02fd2b8d2c24487b96c5ae4bc6c2d3a0",fMeBU1HTAyczOG8IbAJ8eYLnbTi2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (6.516499826425177 3.3872673442080536),,,,false,,ARTISAN_MATCHED,false,CASH,,false,
2025-07-11 18:41:19.392,,"033f940d7b7f405699005a0eaa6303af",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (51.51942592621681 0.1092427097060243),,,,true,NEGOTIATION,ARTISAN_CANCELLED,true,CARD,,false,
2025-07-23 00:07:39.556,,"03f7acbf3e2545eeaac68bb35292b51e",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (51.51942378774427 0.109242609300375),,,,true,NEGOTIATION,COMPLETED,true,CARD,,false,
2025-05-26 19:32:00.806,,"0415d97668f043b69b0dc3b1db273f4b","5youRvOyZYdyYMlM8IAnEgg2Zf92",1065941582961278977,,,,POINT (51.51941840422709 0.1092369986904621),,,,true,NEGOTIATION,CUSTOMER_CANCELLED,true,CARD,,false,
2025-09-13 15:37:42.927,,"042f4faed80b4c0c8bafcca7a46eadd1",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942 0.11547),,,,false,,,false,CARD,,false,
2025-08-20 08:48:41.464,,"0475fa1032d444b5b2f055188438a347",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.519417588643904 0.1092498316127541),,,,false,,,false,CARD,,false,
2025-09-10 10:34:06.736,,"052c2ff026c749098b6c89d6f3835d3c",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51941313883042 0.1092595658797715),,,,false,,,false,CARD,,false,
2025-07-14 23:26:11.944,,"05346db5c7dc4d0cad747e203e0d89dc",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942599382975 0.1092420254871573),,,,false,,,false,CARD,,false,
2025-09-13 15:51:57.583,,"0538c4c3489d452997203419e9875388",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942 0.11547),,,,false,,,false,CARD,,false,
2025-07-23 01:45:53.040,,"05404a5c49734b0c903cab386c948cca",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-09-06 18:33:48.645,,"054b1c3df7ed436589b3f50139f6ae20",KIYKgL71o4ge1horPR08S7hCJN42,1065941582961278977,,,,POINT (6.516499826425177 3.3872673442080536),,,,false,,,false,CASH,,false,
2025-07-10 17:06:07.127,,"056b211384f846d4bb981fd3416a10b9",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942570146671 0.1092426521638781),,,,false,,,false,CARD,,false,
2025-07-22 20:24:44.317,,"058cba2e45ed4bd38d4db25be58fa4c7",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942385027374 0.1092429040623096),,,,false,,,false,CARD,,false,
2025-08-13 20:49:30.135,,"0596ed67ec624802b1bd650d2b857360",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51941920106144 0.1092485525049524),,,,false,,,false,CARD,,false,
2025-07-23 12:22:36.530,,"061bdba68c044b09bdcf7e3ceb8628c7",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-11-21 22:17:40.712,,"06311d55379f42e083c48b6d0fc69ef1",fMeBU1HTAyczOG8IbAJ8eYLnbTi2,1065941582961278977,,,,POINT (6.516499826425177 3.3872673442080536),,,,false,,PENDING,false,CASH,,false,
2025-09-10 18:24:31.771,,"07191a2cc26d49b1afb2eaa5ae66ed3c",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51941313883042 0.1092595658797715),,,,false,,,false,CARD,,false,
2025-07-23 00:38:23.850,,"0753be5fce124dde9ced3128cfedc66a",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-08-20 19:52:44.168,,"07c358845b534db9ac9a92726fb5b85c",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (37.4220936 -122.083922),,,,false,,,false,CARD,,false,
2025-08-20 23:30:46.317,2025-08-20 23:31:03.993,"089fb2d34a9740f5905f63be6c49c756",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (51.519417588643904 0.1092498316127541),,,,false,,,false,CARD,,false,
2026-02-04 18:03:40.829,,"08c1552f6b5a4d9d839c413b7625e2a2",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941587622297601,,,,POINT (51.51942 0.11547),,,,false,,PENDING,false,CARD,Fix my Lamborghini Urus. It’s a 2025 ultimate limited edition 4wd.,false,
2025-07-09 21:37:08.379,,"0975b7b3442a482e9f9a4811ebc109ef",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.519488845354225 0.1093046904708292),,,,false,,,false,CARD,,false,
2025-07-15 00:13:35.473,,"0a101de973244cf8b899485217649867",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942599382975 0.1092420254871573),,,,false,,,false,CARD,,false,
2026-02-03 19:11:42.130,,"0a3c1665d7e24757a805659926709a72",KIYKgL71o4ge1horPR08S7hCJN42,1065941582961278977,,,,POINT (51.51942 0.11547),,,,false,,PENDING,false,CARD,,false,
2025-08-20 23:47:30.411,2025-08-20 23:47:43.510,"0a409611f985422ab0b2495e78928937",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (51.519417588643904 0.1092498316127541),,,,false,,,false,CARD,,false,
2026-02-05 22:38:35.077,2026-02-05 22:39:20.360,"0a7e9a6a11314af98921dffc0be21537",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941587622297601,f5e29d05737548b6b739618cb3c4d37f,,,POINT (51.51942 0.11547),,,,false,,ARTISAN_MATCHED,false,CARD,Fix my lambo urus,false,
2025-07-23 12:09:10.364,,"0adb76c92ef34d5bb9d5573557d89d91",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-09-25 08:07:27.582,2025-09-25 08:07:41.858,"0aed4dad53f7483d9002abb03f399994",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (37.4212162 -122.0828568),,,,false,,,false,CARD,,false,
2025-07-23 18:21:15.666,,"0b0abca4688643eba1211a5492016e45",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-12-25 14:36:13.448,,"0b13fc6c9be74f26a2fcf2dc9b04bad6",KIYKgL71o4ge1horPR08S7hCJN42,1065941582961278977,,,,POINT (51.51942 0.11547),,,,false,,PENDING,false,CARD,,false,
2025-07-23 12:43:17.300,,"0b1db7f7c8124c09adc33f6d34092f5d",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-09-10 10:36:23.944,,"0b7de1448d2b4eecb89cac868f9cd47e",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51941313883042 0.1092595658797715),,,,false,,,false,CARD,,false,
2026-02-03 19:15:49.746,,"0b928e2dbca24b8cb715a59ccd1e3bb1",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (37.421998333333335 -122.084),,,,false,,PENDING,false,CARD,,false,
2025-07-09 22:10:58.613,,"0b94034831bc46d8970709efc8f45acb",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942570146671 0.1092426521638781),,,,false,,,false,CARD,,false,
2025-07-11 08:59:22.100,,"0c16ab16a4dd4d9f9b75b59dc2c16ca7",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51944 0.109),,,,false,,,false,CARD,,false,
2025-07-08 00:16:54.946,,"0c2ae1416d984e40ba0a61f5bba3a681",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.519425562859475 0.1092419752133327),,,,false,,,false,CARD,,false,
2025-07-08 16:15:52.717,,"0c52ec6b07e74a228e79bd03f35e3b91",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51944 0.109),,,,false,,,false,CARD,,false,
2025-07-08 16:11:05.142,,"0d05578a1ae543a3bc1b57cf77021f53",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51944 0.109),,,,false,,,false,CARD,,false,
2025-07-09 21:34:27.227,,"0d4095a290da427798b15377dd7b5a86",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942570146671 0.1092426521638781),,,,false,,,false,CARD,,false,
2025-10-14 00:32:19.015,2025-10-14 01:27:55.515,"0d79c95d20b647b5990391a8c21ecd5a",fMeBU1HTAyczOG8IbAJ8eYLnbTi2,1065941582961278977,f5e29d05737548b6b739618cb3c4d37f,,,POINT (6.516499826425177 3.3872673442080536),ca3f0a0ead5f4549a92f545ef9c85ed5,,,false,NEGOTIATION,IN_PROGRESS,true,CASH,,false,
2025-05-26 19:47:26.832,,"0db1c9e2dfa540fd88327a092ce88834","5youRvOyZYdyYMlM8IAnEgg2Zf92",1065941582961278977,,,,POINT (51.51941840422709 0.1092369986904621),,,,false,,,false,CARD,,false,
2025-08-19 00:37:15.292,,"0db9747b497e4196aa641d702d5ebb27",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51941824016977 0.109250370863331),,,,false,,,false,CARD,,false,
2025-07-09 22:14:57.542,,"0e5b0ef04736439e8fd30df2ab37c9a6",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942570146671 0.1092426521638781),,,,false,,,false,CARD,,false,
2025-07-23 01:40:26.443,,"0fca6e2c3f1d4f50ad788ef0867f0f51",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-07-23 00:20:01.140,,"101745029bd34d84a8f7cd2aa8bc93be",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-12-30 15:31:33.717,2025-12-30 15:31:51.672,"1053221b636949ef8e94b0635857e36e",fMeBU1HTAyczOG8IbAJ8eYLnbTi2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (6.516499826425177 3.3872673442080536),,,,false,,ARTISAN_MATCHED,false,CASH,,false,
2025-07-14 21:23:14.143,,"10770611abf845258175dbd2c3572a26",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942599382975 0.1092420254871573),,,,false,,,false,CARD,,false,
2025-08-13 22:36:36.846,,"107e9bd6472c4b8998b43ae6e0e20208",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51941920106144 0.1092485525049524),,,,false,,,false,CARD,,false,
2025-07-22 23:59:36.157,,"10813cbadf5c4e9ab2f8b1d8c5552d07",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-07-22 23:57:11.174,,"109299ca9aff44e7b81d14a4f2b48477",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-07-23 02:11:19.776,,"109bb815e6194a099961a7d8f059cb30",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-07-15 00:19:13.360,,"1108683d09f347d3ba043f2c0f10b782",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942599382975 0.1092420254871573),,,,false,,,false,CARD,,false,
2025-07-22 23:53:26.838,,"11718539facd43a8ab726b9c4218306d",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-09-09 17:55:06.319,,"13610677908f4bf791fcf0aa5c6a6fac",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942 0.11547),,,,false,,,false,CARD,,false,
2025-12-30 15:39:34.636,2025-12-30 15:39:51.394,"13c2bd08c49d4daea61a1cf51509a0c6",KIYKgL71o4ge1horPR08S7hCJN42,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (6.516499826425177 3.3872673442080536),,,,false,,ARTISAN_MATCHED,false,CASH,,false,
2025-07-23 18:05:58.625,,"1447dcda6c964901aa4c76b23aa5c87c",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-07-15 00:23:58.810,,"1464dda7a5b54f86931f9d4f41844bd9",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942599382975 0.1092420254871573),,,,false,,,false,CARD,,false,
2025-07-14 21:07:41.600,,"14bb41130ee74b0291c1989ad9aeaf36",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942599382975 0.1092420254871573),,,,false,,,false,CARD,,false,
2025-07-23 02:18:04.848,,"154dd094f53548f3a5f063855ec292b4",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-12-31 15:27:51.808,2025-12-31 15:28:06.917,"15d1c3cc0b004f608dc04ae21ba8b51b",KIYKgL71o4ge1horPR08S7hCJN42,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (6.516499826425177 3.3872673442080536),,,,false,,ARTISAN_MATCHED,false,CASH,,false,
2025-09-20 14:45:00.670,2025-09-20 14:45:15.581,"163d6d5534eb4e878f90bf5db4b66143",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,f5e29d05737548b6b739618cb3c4d37f,,,POINT (37.4212162 -122.0828568),,,,false,,,false,CARD,,false,
2026-02-03 21:11:07.607,,"164dcd91457b435ab064b3a5f731293a",fMeBU1HTAyczOG8IbAJ8eYLnbTi2,1065941583869181953,,,,POINT (6.516499826425177 3.3872673442080536),,,,false,,PENDING,false,CASH,,false,
2025-09-16 19:40:42.591,2025-09-16 19:41:49.899,"16670eab913048e6a35425c5d967b24e",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (51.51942 0.11547),,,,false,,,false,CARD,"Fix broken dinning table, chairs and centre table. ",false,
2025-12-30 15:35:22.643,2025-12-30 15:35:40.713,"168c2825ee2d4b3595de25a9dc0cb647",fMeBU1HTAyczOG8IbAJ8eYLnbTi2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (6.516499826425177 3.3872673442080536),,,,false,,ARTISAN_MATCHED,false,CASH,,false,
2025-12-30 15:41:26.072,2025-12-30 15:42:04.297,"169ee2d76f37402e8dce9de056e5a9c1",KIYKgL71o4ge1horPR08S7hCJN42,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (6.516499826425177 3.3872673442080536),,,,false,,ARTISAN_MATCHED,false,CASH,,false,
2025-11-21 21:21:56.122,,"16dbeb546f1840198a292311058f166f",KIYKgL71o4ge1horPR08S7hCJN42,1065941582961278977,,,,POINT (51.51942679331631 0.1092620288710309),,,,false,,PENDING,false,CARD,,false,
2025-07-23 12:27:33.352,,"17368630c2044489baca2aef09a8fdc5",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-07-14 23:28:37.350,,"1739cd7053c34a109057bfb53e271d32",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942599382975 0.1092420254871573),,,,false,,,false,CARD,,false,
2025-07-14 22:38:53.928,,"17be3674ccc94acabae302dc7539e4da",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942599382975 0.1092420254871573),,,,false,,,false,CARD,,false,
2025-07-23 01:29:53.643,,"17ddf73371e249d9b24ebdbbc8db1fc0",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-07-10 23:19:09.013,,"17e15c8fb5eb4ed99eaeeb7555eb2f78",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942592621681 0.1092427097060243),,,,false,,,false,CARD,,false,
2025-09-10 16:49:45.111,,"1816ea69944b4002b3ce81ce94989815",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51941313883042 0.1092595658797715),,,,false,,,false,CARD,,false,
2025-07-10 17:48:35.057,,"1868112c05e24d03819309e9b45bc5e0",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942570146671 0.1092426521638781),,,,false,,,false,CARD,,false,
2025-07-23 02:04:39.789,,"18829ee7628c4562856c559dd1705ef7",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-08-18 12:30:43.012,,"188ba92971ea4c52a6f8a4a7f9d3a400",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941591465197569,,,,POINT (51.51942 0.11547),,,,false,,,false,CARD,,false,
2025-07-08 00:06:39.532,,"189a54c4e3214190954e2ccd86bfe08a",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.519425562859475 0.1092419752133327),,,,false,,,false,CARD,,false,
2025-07-03 15:56:32.800,,"18e4c291c2554d98b36c81d501d10822",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.548683 0.1276344),,,,false,,,false,CARD,,false,
2025-07-23 01:34:04.817,,"19127aff29094fa982af47bd3b9027e6",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-07-11 18:40:49.723,,"191cc5bc437e4ba286c40128ff37cf87",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942592621681 0.1092427097060243),,,,false,,,false,CARD,,false,
2025-08-27 17:30:49.503,2025-08-27 17:31:06.854,"19a7f9dc92e94f28b3401880e7881f5c",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (51.51942 0.11547),,,,false,,,false,CARD,,false,
2025-07-15 00:56:39.061,,"19f6bbb72d5e4e5dba224c29487109cf",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942599382975 0.1092420254871573),,,,false,,,false,CARD,,false,
2025-07-09 17:02:23.224,,"1a26972a9b8b4261b19fed5c36bbadde",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942623389062 0.1092424201034406),,,,false,,,false,CARD,,false,
2025-07-23 13:22:33.789,,"1ae4b5f776d74680990cfb4ae2bad3c5",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-07-23 00:56:33.574,,"1aec71b7bce24f308167a96be67bb5d1",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-07-23 00:22:27.557,,"1b34dc5727124d15a7699babbcc36634",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942378774427 0.109242609300375),,,,false,,,false,CARD,,false,
2025-07-14 23:53:24.023,,"1ba1682203f84056b5aa3cb175b5c0c3",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942599382975 0.1092420254871573),,,,false,,,false,CARD,,false,
2025-08-13 21:01:46.659,,"1bea2c5999954ccca2d539e442a908e3",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51941920106144 0.1092485525049524),,,,false,,,false,CARD,,false,
2025-07-11 00:30:54.756,,"1c99942a4a8d481cbab3d9a9a94d1cd3",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942592621681 0.1092427097060243),,,,false,,,false,CARD,,false,
2025-08-20 10:08:30.785,2025-08-20 10:08:44.939,"1d234cded445477395b0ff1285d7922d",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (37.4220936 -122.083922),,,,false,,,false,CARD,,false,
2025-07-23 01:16:40.369,,"1d528c309c434f16878c653d1f37b9e9",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51940361565037 0.1092351518598061),,,,false,,,false,CARD,,false,
2025-07-23 23:00:59.313,,"1d69f72f9913418aa4bc22f97f97b9d4",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942334361081 0.1092422452904198),,,,false,,,false,CARD,,false,
2025-08-20 10:15:56.389,2025-08-20 10:16:27.730,"1d8a841c85dc48eb8ff16299de91a45d",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,f5e29d05737548b6b739618cb3c4d37f,,,POINT (51.519417588643904 0.1092498316127541),,,,false,,,false,CARD,,false,
2025-09-13 15:19:16.712,,"1d8c928aafcb4c1d8bd77c1de3baa39e",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942 0.11547),,,,false,,,false,CARD,,false,
2026-02-04 17:25:35.385,,"1d9f405b1c1d44ffa184cae14a26b4ff",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942 0.11547),,,,false,,PENDING,false,CARD,Testing booking request modal again. Just checking..,false,
2026-01-02 14:43:01.969,,"1da7665d7d9e40f1aa92414328f8e916",KIYKgL71o4ge1horPR08S7hCJN42,1065941583869181953,,,,POINT (6.516499826425177 3.3872673442080536),,,,false,,PENDING,false,CASH,,false,
2025-07-23 11:15:20.748,,"1e1db6db627740fba3f03d7eebfd4422",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.519371071493985 0.1092832583986872),,,,false,,,false,CARD,,false,
2025-07-09 22:11:39.864,,"1e7c2330be284efeacae32c5876ecc91",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51942570146671 0.1092426521638781),,,,false,,,false,CARD,,false,
2025-07-10 19:28:20.789,,"1eccc09f4f7e495b8917104c951eca4b",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941583869181953,,,,POINT (51.51941314546416 0.1092560421885094),,,,false,,,false,CARD,,false,
2025-07-14 23:00:29.906,,"1f1d2f64105240219c8a53fa544bdb7e",gXPxdHYCcHbcl7MdsIoFK29AIEf2,1065941582961278977,,,,POINT (51.51942599382975 0.1092420254871573),,,,false,,,false,CARD,,false,
